# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/runtime/StructureInlines.h	ALWAYS_INLINE bool Structure::shouldConvertToPolyProto(const Structure* a, const Structure* b)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	ALWAYS_INLINE void Structure::pin(const AbstractLocker&, VM& vm, PropertyTable* table)	1	other				
Source/JavaScriptCore/runtime/StructureInlines.h	ALWAYS_INLINE void Structure::setPropertyTable(VM& vm, PropertyTable* table)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	inline JSValue Structure::prototypeForLookup(JSGlobalObject* globalObject, JSCell* base) const	1	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	inline Structure* StructureTransitionTable::trySingleTransition() const	3	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/StructureInlines.h	inline StructureChain* Structure::prototypeChain(VM& vm, JSGlobalObject* globalObject, JSObject* base) const	1	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	inline bool Structure::isValid(JSGlobalObject* globalObject, StructureChain* cachedPrototypeChain, JSObject* base) const	9	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureInlines.h	inline void Structure::clearCachedPrototypeChain()	5	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/StructureInlines.h	template<Structure::ShouldPin shouldPin, typename Func> inline PropertyOffset Structure::add(VM& vm, PropertyName propertyName, unsigned attributes, const Func&	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	template<Structure::ShouldPin shouldPin, typename Func> inline PropertyOffset Structure::attributeChange(VM& vm, PropertyName propertyName, unsigned attributes,	2	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	template<Structure::ShouldPin shouldPin, typename Func> inline PropertyOffset Structure::remove(VM& vm, PropertyName propertyName, const Func& func)	2	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	template<typename Func> ALWAYS_INLINE auto Structure::addOrReplacePropertyWithoutTransition(VM& vm, PropertyName propertyName, unsigned newAttributes, const Fun	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	template<typename Functor> void Structure::forEachProperty(VM& vm, const Functor& functor)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlines.h	template<typename Functor> void StructureTransitionTable::forEachTransition(const Functor& functor) const	9	other				
Source/JavaScriptCore/runtime/StructureInlinesLight.h	ALWAYS_INLINE JSObject* Structure::storedPrototypeObject(const JSObject* object) const	1	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlinesLight.h	ALWAYS_INLINE JSValue Structure::storedPrototype(const JSObject* object) const	1	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlinesLight.h	ALWAYS_INLINE PropertyOffset Structure::get(VM& vm, PropertyName propertyName, unsigned& attributes)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureInlinesLight.h	inline bool Structure::addTransitionWatchpoint(Watchpoint* watchpoint) const	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/StructureRareData.cpp	SpecialPropertyCache& StructureRareData::ensureSpecialPropertyCacheSlow()	5	locked-rmw				
Source/JavaScriptCore/runtime/StructureRareData.cpp	StructureRareData::StructureRareData(VM& vm, Structure* previous) : JSCell(vm, vm.structureRareDataStructure.get()) , m_previous(previous, WriteBarrierEarlyInit	2	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureRareData.cpp	inline void StructureRareData::giveUpOnSpecialPropertyCache(CachedSpecialPropertyKey key)	3	locked-rmw				
Source/JavaScriptCore/runtime/StructureRareData.cpp	template<typename Visitor> void StructureRareData::visitChildrenImpl(JSCell* cell, Visitor& visitor)	1	other				
Source/JavaScriptCore/runtime/StructureRareData.cpp	void StructureRareData::cacheSpecialPropertySlow(JSGlobalObject* globalObject, VM& vm, Structure* ownStructure, JSValue value, CachedSpecialPropertyKey key, con	24	debug-assert,fence,gate-test				
Source/JavaScriptCore/runtime/StructureRareData.cpp	void StructureRareData::clearCachedSpecialProperty(CachedSpecialPropertyKey key)	1	other				
Source/JavaScriptCore/runtime/StructureRareData.cpp	void StructureRareData::reconcileWeakReferencesAtGCEnd(VM& vm, CollectionScope)	2	other				
Source/JavaScriptCore/runtime/StructureRareData.h	(no enclosing function found)	3	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureRareData.h	Structure* previousID() const	5	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline JSValue StructureRareData::cachedSpecialProperty(CachedSpecialPropertyKey key) const	1	other				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline SpecialPropertyCache& StructureRareData::ensureSpecialPropertyCache()	1	other				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline bool StructureChainInvalidationWatchpoint::install(StructureRareData* structureRareData, Structure* structure)	1	other				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline bool StructureRareData::canCacheSpecialProperty(CachedSpecialPropertyKey key)	1	other				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline bool StructureRareData::tryCachePropertyNameEnumeratorViaWatchpoint(VM&, Structure* baseStructure, StructureChain* chain)	12	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureRareDataInlines.h	inline void StructureRareData::setCachedPropertyNameEnumerator(VM& vm, Structure* baseStructure, JSPropertyNameEnumerator* enumerator, StructureChain* chain)	1	fence				
Source/JavaScriptCore/runtime/StructureTransitionTable.h	TransitionMap* map() const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureTransitionTable.h	bool isUsingSingleSlot() const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/StructureTransitionTable.h	void setMap(TransitionMap* map)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/Symbol.cpp	Symbol* Symbol::create(VM& vm, SymbolImpl& uid)	1	other				
Source/JavaScriptCore/runtime/Symbol.cpp	Symbol* Symbol::finishCreation(VM& vm)	1	other				
Source/JavaScriptCore/runtime/TerminationDeadline.cpp	Ref<TerminationDeadline> TerminationDeadlineSet::add(MonotonicTime at)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/TerminationDeadline.cpp	void TerminationDeadlineSet::timerFired(MonotonicTime armedFor)	9	other				
Source/JavaScriptCore/runtime/ThrowScope.cpp	ThrowScope::~ThrowScope()	5	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/ThrowScope.cpp	void ThrowScope::simulateThrow()	6	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/TopExceptionScope.cpp	TopExceptionScope::~TopExceptionScope()	1	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/TypeInfoBlob.h	TypeInfoBlob(IndexingType indexingModeIncludingHistory, const TypeInfo& typeInfo)	1	other				
Source/JavaScriptCore/runtime/VM.cpp	AtomStringImpl** VM::ensureCachedBytecodeTwoCharacterAtoms()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	Exception* VM::ensureTerminationException()	9	lock,relaxed-atomic				
Source/JavaScriptCore/runtime/VM.cpp	Exception* VM::throwException(JSGlobalObject* globalObject, Exception* exceptionToThrow)	5	other				
Source/JavaScriptCore/runtime/VM.cpp	JSGlobalObject* VM::deprecatedVMEntryGlobalObject(JSGlobalObject* globalObject) const	2	other				
Source/JavaScriptCore/runtime/VM.cpp	JSPropertyNameEnumerator* VM::emptyPropertyNameEnumeratorSlow()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	NativeExecutable* VM::promiseFirstResolvingFunctionRejectExecutableSlow()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	NativeExecutable* VM::promiseFirstResolvingFunctionResolveExecutableSlow()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	NativeExecutable* VM::promiseResolvingFunctionRejectExecutableSlow()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	NativeExecutable* VM::promiseResolvingFunctionResolveExecutableSlow()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	PersistentBytecodePayloads& VM::persistentBytecodePayloads()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	SamplingProfiler& VM::ensureSamplingProfiler(Ref<Stopwatch>&& stopwatch)	2	lock				
Source/JavaScriptCore/runtime/VM.cpp	ScratchBuffer* VM::scratchBufferForSize(size_t size)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	SourceProviderCache* VM::addSourceProviderCache(SourceProvider* sourceProvider)	1	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	VM::~VM()	14	debug-assert,lock,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	WTF_ALLOW_UNSAFE_BUFFER_USAGE_BEGIN void VM::forEachActiveScratchBuffer(const ScopedLambda<void(void* begin, void* end)>& func)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	WTF_ALLOW_UNSAFE_BUFFER_USAGE_END void VM::pushCheckpointOSRSideState(std::unique_ptr<CheckpointOSRExitSideState>&& payload)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	bool VM::cancelTermination()	3	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	bool VM::hasExceptionsAfterHandlingTraps()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	bool VM::isScratchBuffer(void* ptr)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	bool VM::shrinkFootprintNow(OptionSet<ShrinkFootprint> mode)	5	lock,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	size_t VM::updateSoftReservedZoneSize(size_t softReservedZoneSize)	3	other				
Source/JavaScriptCore/runtime/VM.cpp	static Ref<NativeJITCode> jitCodeForCallTrampoline(Intrinsic intrinsic)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	static ThunkGenerator NODELETE thunkGeneratorForIntrinsic(Intrinsic intrinsic)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	std::unique_ptr<CheckpointOSRExitSideState> VM::popCheckpointOSRSideState(CallFrame* expectedCallFrame)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	template<typename Visitor> void VM::visitAggregateImpl(Visitor& visitor)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::DrainMicrotaskDelayScope::decrement()	10	fail-stop,debug-assert,relaxed-atomic,main-form-helper,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	void VM::DrainMicrotaskDelayScope::increment()	7	main-form-helper,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	void VM::beginMarking()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::clearNativeStackTraceOfLastThrow()	2	other				
Source/JavaScriptCore/runtime/VM.cpp	void VM::clearScratchBuffers()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::deleteAllCode(DeleteAllCodeEffort effort)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::deleteAllCodeToGenerateItAgain(DeleteAllCodeEffort effort)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::deleteAllLinkedCode(DeleteAllCodeEffort effort)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::deleteAllRegExpCode()	1	other				
Source/JavaScriptCore/runtime/VM.cpp	void VM::didExhaustMicrotaskQueue()	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::drainMicrotasks()	2	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	void VM::drainMicrotasksForGlobalObject(JSGlobalObject* globalObject)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::executeEntryScopeServicesOnExit()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::forEachConservativelyScannedBuffer(const ScopedLambda<void(void* begin, void* end)>& func)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::invalidateStructureChainIntegrity(StructureChainIntegrityEvent)	4	other				
Source/JavaScriptCore/runtime/VM.cpp	void VM::popAllCheckpointOSRSideStateUntil(CallFrame* target)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::promiseRejected(JSPromise* promise)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::queueMicrotask(QueuedTask&& task)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::scanSideState(ConservativeRoots& roots) const	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::setException(Exception* exception)	7	debug-assert,relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VM.cpp	void VM::setHasTerminationRequest()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.cpp	void VM::setLastStackTop(const Thread& thread)	3	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::setStackPointerAtVMEntry(void* sp)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::setStartupJITDeferralScale(double scale)	4	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.cpp	void VM::throwTerminationException()	1	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::updateStackLimits()	19	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void VM::verifyExceptionCheckNeedIsSatisfied(unsigned recursionDepth, ExceptionEventLocation& location)	5	other				
Source/JavaScriptCore/runtime/VM.cpp	void VM::whenIdle(Function<void()>&& callback)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.cpp	void sanitizeStackForVM(VM& vm)	1	other				
Source/JavaScriptCore/runtime/VM.cpp	void sanitizeStackForVMInCallSlowPath(VM& vm)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	(no enclosing function found)	3	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.h	CONCURRENT_SAFE void requestEntryScopeService(ConcurrentEntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	CONCURRENT_SAFE void requestStop()	1	other				
Source/JavaScriptCore/runtime/VM.h	Exception* exception() const	2	other				
Source/JavaScriptCore/runtime/VM.h	Exception* terminationException() const	3	debug-assert,relaxed-atomic				
Source/JavaScriptCore/runtime/VM.h	bool getAndClearFailNextNewCodeBlock()	3	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.h	bool hasEntryScopeServiceRequest(ConcurrentEntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	bool hasEntryScopeServiceRequest(EntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	bool hasPendingTerminationException() const	2	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.h	bool isSafeToRecurse() const	1	other				
Source/JavaScriptCore/runtime/VM.h	bool isTerminationException(Exception* exception) const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/VM.h	inline bool VM::isInitializingObject() const	1	other				
Source/JavaScriptCore/runtime/VM.h	inline const ClassInfo* VM::initializingObjectClass() const	1	other				
Source/JavaScriptCore/runtime/VM.h	inline void VM::setInitializingObjectClass(const ClassInfo* initializingObjectClass)	1	other				
Source/JavaScriptCore/runtime/VM.h	public: FOR_EACH_VMLITE_PRIMITIVE_FIELD(VM_DECLARE_VMLITE_PRIMITIVE_FIELD) ALWAYS_INLINE VMLitePrimitives& mainVMLitePrimitives()	2	other				
Source/JavaScriptCore/runtime/VM.h	void clearEntryScopeService(ConcurrentEntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	void clearEntryScopeService(EntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VM.h	void clearException()	8	debug-assert,relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VM.h	void clearHasTerminationRequest()	2	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VM.h	void finalizeSynchronousJSExecution()	1	main-form-helper,gate-test				
Source/JavaScriptCore/runtime/VM.h	void requestEntryScopeService(EntryScopeService service)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMEntryScope.cpp	void VMEntryScope::setUpSlow()	5	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMEntryScope.cpp	void VMEntryScope::tearDownSlow()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMEntryScopeInlines.h	ALWAYS_INLINE VMEntryScope::VMEntryScope(VM& vm, JSGlobalObject* globalObject) : m_vm(vm) , m_globalObject(globalObject)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMEntryScopeInlines.h	ALWAYS_INLINE VMEntryScope::~VMEntryScope()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMInlines.h	bool VM::ensureJSStackCapacityFor(Register* newTopOfStack)	1	other				
Source/JavaScriptCore/runtime/VMInlines.h	bool VM::isSafeToRecurseSoft() const	1	other				
Source/JavaScriptCore/runtime/VMInlines.h	inline CallFrame* VM::topJSCallFrame() const	3	other				
Source/JavaScriptCore/runtime/VMInlines.h	template<typename Type, typename Functor> Type& VM::ensureSideData(void* key, const Functor& functor)	1	main-form-helper	restored	a helper whose flag-off form is main's instruction sequence (plain access, unlocked, or a relaxed load and store)	tool	
Source/JavaScriptCore/runtime/VMManager.cpp	CONCURRENT_SAFE void VMManager::requestResumeAllInternal(StopReason reason)	7	lock				
Source/JavaScriptCore/runtime/VMManager.cpp	CONCURRENT_SAFE void VMManager::requestStopAllInternal(StopReason reason)	14	debug-assert,fence				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::decrementActiveVMs(VM& vm) WTF_REQUIRES_LOCK(m_worldLock)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::enterStopTheWorldParticipation(VM& vm, StopTheWorldEvent event)	54	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::handleVMDestructionWhileWorldStopped(VM& vm)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::incrementActiveVMs(VM& vm) WTF_REQUIRES_LOCK(m_worldLock)	1	other				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::notifyVMBlocking(VM& vm)	1	other				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::notifyVMDestruction(VM& vm)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::notifyVMStop(VM& vm, StopTheWorldEvent event)	22	lock,gate-test				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::notifyVMUnblocking(VM& vm, StopTheWorldEvent exitEvent)	2	other				
Source/JavaScriptCore/runtime/VMManager.cpp	void VMManager::resumeTheWorld() WTF_REQUIRES_LOCK(m_worldLock)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	CONCURRENT_SAFE void VMTraps::requestThreadStopIfNeeded(Locker<Lock>& locker)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	CONCURRENT_SAFE void VMTraps::updateThreadStopRequestIfNeeded()	19	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	bool VMTraps::handleTraps(VMTraps::BitField mask)	39	debug-assert,relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/VMTraps.cpp	bool VMTraps::handleTrapsIfNeeded(VMTraps::BitField mask)	8	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	inline static bool NODELETE vmIsInactive(VM& vm)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	void VMTraps::invalidateCodeBlocksOnStack()	1	other				
Source/JavaScriptCore/runtime/VMTraps.cpp	void VMTraps::invalidateCodeBlocksOnStack(CallFrame* topCallFrame)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTraps.cpp	void VMTraps::invalidateCodeBlocksOnStack(Locker<Lock>&, CallFrame* topCallFrame)	1	other				
Source/JavaScriptCore/runtime/VMTraps.cpp	void VMTraps::tryInstallTrapBreakpoints(VMTraps::SignalContext& context, StackBounds stackBounds)	5	other				
Source/JavaScriptCore/runtime/VMTraps.cpp	void VMTraps::undoDeferTerminationSlow(DeferAction deferAction)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/VMTrapsInlines.h	ALWAYS_INLINE VM& VMTraps::vm() const	2	other				
Source/JavaScriptCore/runtime/VMTrapsInlines.h	inline void VMTraps::deferTermination(DeferAction deferAction)	2	other				
Source/JavaScriptCore/runtime/VMTrapsInlines.h	inline void VMTraps::undoDeferTermination(DeferAction deferAction)	2	other				
Source/JavaScriptCore/runtime/WaiterListManager.cpp	template <typename ValueType> JSValue WaiterListManager::waitAsyncImpl(JSGlobalObject* globalObject, VM& vm, ValueType* ptr, ValueType expectedValue, Seconds ti	1	other				
Source/JavaScriptCore/runtime/WaiterListManager.cpp	template <typename ValueType> WaiterListManager::WaitSyncResult WaiterListManager::waitSyncImpl(VM& vm, ValueType* ptr, ValueType expectedValue, Seconds timeout	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WaiterListManager.cpp	unsigned WaiterListManager::notifyWaiter(VM& vm, void* ptr, unsigned count)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WaiterListManager.cpp	void WaiterListManager::timeoutAsyncWaiter(void* ptr, Ref<Waiter>&& waiter)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/Watchdog.cpp	bool Watchdog::shouldTerminate(JSGlobalObject* globalObject, CallerState callerState)	11	debug-assert,lock,gate-test				
Source/JavaScriptCore/runtime/Watchdog.cpp	void Watchdog::enteredVM()	4	lock,gate-test				
Source/JavaScriptCore/runtime/Watchdog.cpp	void Watchdog::exitedVM()	9	debug-assert,lock,gate-test				
Source/JavaScriptCore/runtime/Watchdog.cpp	void Watchdog::setTimeLimit(Seconds limit, ShouldTerminateCallback callback, void* data1, void* data2)	4	lock,gate-test				
Source/JavaScriptCore/runtime/Watchdog.cpp	void Watchdog::startTimer(Seconds timeLimit)	4	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/Watchdog.cpp	void Watchdog::stopTimer()	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakGCMap.h	AddResult set(const KeyType& key, ValueType value)	4	lock				
Source/JavaScriptCore/runtime/WeakGCMap.h	NEVER_INLINE ValueArg* getLocked(const KeyType& key) const	1	lock				
Source/JavaScriptCore/runtime/WeakGCMap.h	bool remove(const KeyType& key)	4	lock				
